🍁 El 2020 será año de Kandinsky en el Guggenheim de Bilbao... https://t.co/3rTJYmW40L	1347006570610229250	es 
RT @Gatopardocom: Sin la mirada osada y vanguardista de Peggy Guggenheim la historia del arte no sería la misma: Pollock no sería famoso y…	1347015944497811459	es 
🍁 El 2020 será año de Kandinsky en el Guggenheim de Bilbao... https://t.co/A6Fr0qLcLT	1347044939214024704	es
Cube with Ambiguous Space by Jesús Rafael Soto, 1974 https://t.co/MNnmjzkiN2 #kineticart #jesusrafaelsoto https://t.co/RWmABcxanS	1347213217039310859	es
